relation_id,source_entity,target_entity,relation_type,confidence,attributes,source_file,content_hash,create_time
R_e65098be,3 N·m,自锁螺母,工艺参数-零件,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""自锁螺母的拧紧力矩为3 N·m""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,e65098beff53e24da7a5fa69f7475f73,2025-07-26T11:01:38.687502
R_048b2253,200 h,耐久试验,工艺参数-检测方法,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""耐久试验的时间为200 h""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,048b2253282a3171badab3a86a12f597,2025-07-26T11:01:38.687502
R_a4432dcf,520 h,耐久试验,工艺参数-检测方法,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""耐久试验的时间为520 h""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,a4432dcf9edb98b5e657d6f3e4cecef0,2025-07-26T11:01:38.687502
R_254d0e9b,掉块,石墨滑动轴承,缺陷-零件位置,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""石墨滑动轴承出现掉块缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,254d0e9b979612a5ae60172add6892be,2025-07-26T11:01:38.687502
R_22379047,磨损,石墨滑动轴承,缺陷-零件位置,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""石墨滑动轴承出现磨损缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,22379047cb5d45fa2d007ed2117682db,2025-07-26T11:01:38.687502
R_ead4a64f,裂纹,石墨滑动轴承,缺陷-零件位置,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""石墨滑动轴承出现裂纹缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,ead4a64ff685ac7469c4874403f55c86,2025-07-26T11:01:38.687502
R_ec12c269,划伤,石墨滑动轴承,缺陷-零件位置,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""石墨滑动轴承出现划伤缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,ec12c269f40a28ac88f8aaff71167995,2025-07-26T11:01:38.687502
R_008f3c7b,尺寸超差,石墨滑动轴承,缺陷-零件位置,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""石墨滑动轴承出现尺寸超差缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,008f3c7bad70b9c58031ae0a8bf38b0d,2025-07-26T11:01:38.687502
R_dfe54b7b,分解检查,掉块,检测-缺陷发现,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""分解检查发现掉块缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,dfe54b7bcabefa08d5db4bb67aaf0b34,2025-07-26T11:01:38.687502
R_f1d76c89,分解检查,磨损,检测-缺陷发现,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""分解检查发现磨损缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,f1d76c8964515a74afbc7674a9c3f638,2025-07-26T11:01:38.687502
R_2d6c57ee,分解检查,裂纹,检测-缺陷发现,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""分解检查发现裂纹缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,2d6c57ee0c90926989fd23845c06de50,2025-07-26T11:01:38.687502
R_a6ace47f,分解检查,划伤,检测-缺陷发现,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""分解检查发现划伤缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,a6ace47f68a573d593e6e337daab37c9,2025-07-26T11:01:38.687502
R_379a940b,分解检查,尺寸超差,检测-缺陷发现,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""分解检查发现尺寸超差缺陷""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,379a940bca35985f0db92f5585089907,2025-07-26T11:01:38.687502
R_0b7aae63,耐久试验,石墨滑动轴承,检测-产品验证,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""耐久试验用于验证石墨滑动轴承的性能""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,0b7aae63171196b5558910d94e736505,2025-07-26T11:01:38.687502
R_09d528bf,内燃机滑动轴承,细微尖峰,产品-特征包含,0.85,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""新生产的内燃机滑动轴承部件表面存在细微尖峰""}",浅析内燃机滑动轴承的磨损机理_颜廷立.pdf,09d528bfac47dcf99882c372375ddec9,2025-07-26T11:02:18.122943
R_fdbdfbb3,润滑油,内燃机滑动轴承,工艺使用关系,0.9,"{""direction"": ""应用于"", ""strength"": ""强"", ""context"": ""润滑油在内燃机滑动轴承运行中起到润滑作用""}",浅析内燃机滑动轴承的磨损机理_颜廷立.pdf,fdbdfbb39c708622c41a3c21df43b490,2025-07-26T11:02:18.122943
R_50a874c2,油膜层,润滑油,工艺使用关系,0.8,"{""direction"": ""由...形成"", ""strength"": ""中"", ""context"": ""润滑油形成油膜层起到隔绝润滑效果""}",浅析内燃机滑动轴承的磨损机理_颜廷立.pdf,50a874c2ee9b6045749daec24e85e692,2025-07-26T11:02:18.122943
R_b05cf277,磨粒磨损,内燃机滑动轴承,质量控制关系,0.9,"{""direction"": ""影响"", ""strength"": ""强"", ""context"": ""磨粒磨损是内燃机滑动轴承的主要损坏形式之一""}",浅析内燃机滑动轴承的磨损机理_颜廷立.pdf,b05cf277c7d36f18d08eb182a07cfa44,2025-07-26T11:02:18.122943
R_64b0df26,咬粘问题,内燃机滑动轴承,质量控制关系,0.9,"{""direction"": ""影响"", ""strength"": ""强"", ""context"": ""咬粘问题是内燃机滑动轴承运行中的严重缺陷""}",浅析内燃机滑动轴承的磨损机理_颜廷立.pdf,64b0df26750ef7286ec4250ad81bf09a,2025-07-26T11:02:18.122943
R_28bd1b6f,滑动轴承,风电齿轮箱,工艺使用关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""滑动轴承被应用于风电齿轮箱""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,28bd1b6f8fa8f52d42dfc7f8ad8226bc,2025-07-26T11:03:19.189571
R_b41e5489,铜基合金,轴瓦,工艺使用关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""铜基合金用于轴瓦表面强化""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,b41e54893b1985c84942de101cf421eb,2025-07-26T11:03:19.189571
R_b7ce8c0b,轴承合金,轴瓦,工艺使用关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""轴承合金用于轴瓦表面强化""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,b7ce8c0badb6ec2e487fa0f4b2ba5b03,2025-07-26T11:03:19.189571
R_f7509ae1,喷涂,轴瓦,工艺加工关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""喷涂工艺用于轴瓦表面强化""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,f7509ae12e7f52cf05a0380df6c551a9,2025-07-26T11:03:19.189571
R_b4142dca,PVD,轴瓦,工艺加工关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""PVD工艺用于轴瓦表面强化""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,b4142dcace4ae247613fd1cbd97805da,2025-07-26T11:03:19.189571
R_c3a9b319,激光熔覆,特殊铜合金,工艺加工关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""激光熔覆工艺用于特殊铜合金涂层""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,c3a9b3191049732ee0efcdc0003b502f,2025-07-26T11:03:19.189571
R_1d7bd0a7,离心浇注,钢背和铜合金,工艺加工关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""离心浇注工艺提高钢背和铜合金之间的黏合力""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,1d7bd0a73e41b3bd0807d7955089b99d,2025-07-26T11:03:19.189571
R_3586c0e4,钢背感应加热,钢背和铜合金,工艺加工关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""钢背感应加热工艺提高钢背和铜合金之间的黏合力""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,3586c0e4b946fabf34eeb6e1a6958d5c,2025-07-26T11:03:19.189571
R_d78624b8,柔性销滑动轴承,风电齿轮箱,工艺使用关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""柔性销滑动轴承用于风电齿轮箱""}",滑动轴承在风电齿轮箱中的应用现状与发展趋势_朱才朝.pdf,d78624b8c3e3e7d777de5852f2f060ef,2025-07-26T11:03:19.189571
R_13c42073,激光表面织构技术,动压滑动轴承,工序-零件加工,0.97,"{""direction"": ""工艺→产品"", ""strength"": ""强"", ""context"": ""用于改善轴承摩擦性能""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,13c42073e326ca8a7c404a42c6b0bc1b,2025-07-26T11:04:55.355268
R_060b9c5c,Nd:YAG激光器,激光表面织构技术,设备-工序执行,0.96,"{""direction"": ""设备→工艺"", ""strength"": ""强""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,060b9c5cb70021aa63a7d4c06296af8d,2025-07-26T11:04:55.355268
R_7e37cca3,激光表面织构技术,能量4.64E7 W/cm2,工序-参数控制,0.95,"{""direction"": ""工艺→参数"", ""strength"": ""强""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,7e37cca38cd02ffcf68ab587eef13ba3,2025-07-26T11:04:55.355268
R_2b1fa135,激光表面织构技术,脉冲0.4 ms,工序-参数控制,0.95,"{""direction"": ""工艺→参数"", ""strength"": ""强""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,2b1fa135e507efe8d67bca92fff7a15c,2025-07-26T11:04:55.355268
R_3dc465aa,扫描电子显微镜(SEM),微坑直径350 μm,检测-特征测量,0.94,"{""direction"": ""设备→特征"", ""strength"": ""中""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,3dc465aac9b33ed11fe537c2c93d2337,2025-07-26T11:04:55.355268
R_3cb334a3,能谱分析仪(EDS),Zn含量33%~36%,检测-成分分析,0.95,"{""direction"": ""设备→成分"", ""strength"": ""强""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,3cb334a38fefc55b959295e059a144d4,2025-07-26T11:04:55.355268
R_178f409d,黄铜,动压滑动轴承,材料-产品应用,0.96,"{""direction"": ""材料→产品"", ""strength"": ""强""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,178f409d617dba86ed7a079ccef92d18,2025-07-26T11:04:55.355268
R_3469d0f3,激光表面织构,滑动轴承,工序-零件加工,0.96,"{""direction"": ""工艺→产品"", ""strength"": ""强"", ""context"": ""用于加工轴承表面微坑""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,3469d0f3c0f27cb4f2d8788c5efa461e,2025-07-26T11:04:55.355268
R_cbd45099,BY-BDB型激光表面织构设备,激光表面织构,设备-工序执行,0.97,"{""direction"": ""设备→工艺"", ""strength"": ""强"", ""context"": ""执行激光表面织构加工""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,cbd450996beb1459f6fb0e7028c8d27a,2025-07-26T11:04:55.355268
R_baee292d,激光表面织构,能量,工序-参数控制,0.96,"{""direction"": ""工艺→参数"", ""strength"": ""强"", ""context"": ""控制激光能量参数""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,baee292d95421db257f62838043d6808,2025-07-26T11:04:55.355268
R_fb15adec,黄铜,滑动轴承,材料-产品构成,0.98,"{""direction"": ""材料→产品"", ""strength"": ""强"", ""context"": ""轴承基体材料""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,fb15adec04aafc323cefea58124e490f,2025-07-26T11:04:55.355268
R_0765f2a8,NanoFocus μsurf三维表面轮廓测定仪,微坑,检测-特征测量,0.95,"{""direction"": ""设备→特征"", ""strength"": ""中"", ""context"": ""测量微坑几何形貌""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,0765f2a8bd7e613fbd497d2792b97545,2025-07-26T11:04:55.355268
R_4f9252bb,JSM-5610LV型扫描电镜,微坑,检测-特征测量,0.96,"{""direction"": ""设备→特征"", ""strength"": ""中"", ""context"": ""观察微坑表面形貌""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,4f9252bb33ea5645e55498d63261e6a6,2025-07-26T11:04:55.355268
R_7cd7e74a,EDAX能谱仪,CuO,检测-成分分析,0.95,"{""direction"": ""设备→成分"", ""strength"": ""中"", ""context"": ""分析表面氧化物成分""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,7cd7e74a78f0923a2d7567e2388e06ac,2025-07-26T11:04:55.355268
R_1f33e90e,微坑,滑动轴承,特征-产品包含,0.97,"{""direction"": ""特征→产品"", ""strength"": ""强"", ""context"": ""轴承表面织构特征""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,1f33e90ec7100d71ad9b95f6da6b0c6a,2025-07-26T11:04:55.355268
R_69c19bfd,激光表面织构,脉宽,工序-参数控制,0.96,"{""direction"": ""工艺→参数"", ""strength"": ""强"", ""context"": ""控制激光脉宽参数""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,69c19bfd5c4988697583cd3f6537e155,2025-07-26T11:04:55.355268
R_953decab,激光表面织构,频率,工序-参数控制,0.95,"{""direction"": ""工艺→参数"", ""strength"": ""强"", ""context"": ""控制激光频率参数""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,953decab1f934a5ccffb88df87cfa971,2025-07-26T11:04:55.355268
R_b1e671d3,激光表面织构,重复次数,工序-参数控制,0.95,"{""direction"": ""工艺→参数"", ""strength"": ""强"", ""context"": ""控制激光重复次数""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,b1e671d35e24863254eccd841f188085,2025-07-26T11:04:55.355268
R_2abcead5,微坑,表面粗糙度,特征-质量关联,0.96,"{""direction"": ""特征→指标"", ""strength"": ""中"", ""context"": ""影响轴承表面质量""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,2abcead5393b5dd0a6aff92d298bf80d,2025-07-26T11:04:55.355268
R_9c1d10b6,激光表面织构,硬度,工艺-性能影响,0.97,"{""direction"": ""工艺→性能"", ""strength"": ""强"", ""context"": ""提高表面硬度""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,9c1d10b688e8b0d889ca636df040730b,2025-07-26T11:04:55.355268
R_71e258d7,长城金吉星J400 15w-40润滑油,滑动轴承,材料-产品使用,0.95,"{""direction"": ""材料→产品"", ""strength"": ""中"", ""context"": ""轴承润滑介质""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,71e258d7f28d7b0bf272df37ae33f4e1,2025-07-26T11:04:55.355268
R_349c2b04,激光表面织构,滑动轴承,工艺-零件加工,0.95,"{""direction"": ""工艺→零件"", ""strength"": ""强"", ""context"": ""表面处理工艺应用于轴承表面""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,349c2b04dba36e13235e7fba5e4b7b0d,2025-07-26T11:04:55.355268
R_bc07fad2,对角一致正方点阵织构,滑动轴承,特征-零件包含,0.9,"{""direction"": ""特征→零件"", ""strength"": ""强"", ""context"": ""最佳表面排布方式""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,bc07fad2389f90997ec149810cf0b32f,2025-07-26T11:04:55.355268
R_1b7a4551,GCr15轴承钢,滑动轴承,材料-零件使用,0.85,"{""direction"": ""材料→零件"", ""strength"": ""中"", ""context"": ""旋转轴材料""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,1b7a4551373d9b4c9208aa2793eccbf3,2025-07-26T11:04:55.355268
R_7a1e98a3,200 rpm,滑动轴承,参数-性能影响,0.9,"{""direction"": ""参数→零件"", ""strength"": ""强"", ""context"": ""转速对摩擦学性能的影响""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,7a1e98a39db047f668b99d3fd20e21e4,2025-07-26T11:04:55.355268
R_ebf7a74e,7 kN,滑动轴承,参数-性能影响,0.9,"{""direction"": ""参数→零件"", ""strength"": ""强"", ""context"": ""载荷对摩擦学性能的影响""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,ebf7a74e4803afdb255f3f4150943707,2025-07-26T11:04:55.355268
R_5a57d04d,扫描电镜,对角一致正方点阵织构,检测-特征分析,0.85,"{""direction"": ""设备→特征"", ""strength"": ""中"", ""context"": ""表面形貌观察""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,5a57d04d96c3c8dbea7c9c60ab183b37,2025-07-26T11:04:55.355268
R_d8437d95,ANSYS,滑动轴承,模拟-性能验证,0.8,"{""direction"": ""设备→零件"", ""strength"": ""中"", ""context"": ""摩擦应力分布模拟""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,d8437d95ece79e55ee48059032c78fe7,2025-07-26T11:04:55.355268
R_9fa37b0e,激光表面纹理,滑动轴承,工艺加工关系,0.9,"{""direction"": ""工艺→产品"", ""strength"": ""强"", ""context"": ""表面纹理加工""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,9fa37b0e276c5fe91f653254a0626214,2025-07-26T11:04:55.355268
R_968ae047,Nd:YAG激光,激光表面纹理,工艺使用关系,0.95,"{""direction"": ""设备→工艺"", ""strength"": ""强"", ""context"": ""激光加工设备""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,968ae0479d13644fbd7d5a11add05de7,2025-07-26T11:04:55.355268
R_c16536b6,铝,滑动轴承,材料使用关系,0.85,"{""direction"": ""材料→产品"", ""strength"": ""中"", ""context"": ""基体材料""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,c16536b603cab57b4b9b50c3b8f135bf,2025-07-26T11:04:55.355268
R_831dca5a,磷酸,激光表面纹理,工艺使用关系,0.8,"{""direction"": ""材料→工艺"", ""strength"": ""中"", ""context"": ""电解加工""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,831dca5a116df3094bd446b293cd449c,2025-07-26T11:04:55.355268
R_b9534c40,表面粗糙度,激光表面纹理,质量控制关系,0.9,"{""direction"": ""指标→工艺"", ""strength"": ""强"", ""context"": ""表面质量检测""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,b9534c405954cb21eaf992378ca74d1d,2025-07-26T11:04:55.355268
R_eafadd11,500℃,激光表面纹理,参数控制关系,0.85,"{""direction"": ""参数→工艺"", ""strength"": ""中"", ""context"": ""加工温度控制""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,eafadd11fc0bd743f92fae0543ab1075,2025-07-26T11:04:55.355268
R_9cf3f21d,扫描电镜,裂纹,质量控制关系,0.9,"{""direction"": ""检测→缺陷"", ""strength"": ""强"", ""context"": ""缺陷分析""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,9cf3f21d8968dbc9dd43a437b1cedce0,2025-07-26T11:04:55.355268
R_3955263f,PTFE,滑动轴承,材料使用关系,0.8,"{""direction"": ""材料→产品"", ""strength"": ""中"", ""context"": ""减摩涂层""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,3955263f326cb827f8aef88b2b5263ba,2025-07-26T11:04:55.355268
R_caaa5cfa,激光功率密度下，黄铜材料表面的环向热应力随着时间（t = 0.4 ms,0.8 ms）的,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,caaa5cfac1fd28c963ae8690fa6e95ce,2025-07-26T11:04:55.355268
R_43171a27,时间内，轴向的环向热应力随着脉宽（τ = 0.4 ms,0.8 ms）的增加而不断减小。,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,43171a275b748205bc9627245840c64b,2025-07-26T11:04:55.355268
R_96a4ce36,面更多的突出尖峰参与摩擦，油膜厚度逐渐由图5-14 中的h1,h2 (h2 > h1)，粗糙,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,96a4ce360de2cff80c95c4d1c8dfd165,2025-07-26T11:04:55.355268
R_f684684a,渐由图5-14 的h2,h1。润滑油膜的形成促使主轴与轴瓦逐渐分离，减少了粗糙,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",激光织构机理及织构动压滑动轴承摩擦学性能研究_毛亚洲.pdf,f684684a8578e0d235415fd37d0503d1,2025-07-26T11:04:55.355268
R_5658c2e5,［14］制取，即合金配制,挤,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",电弧增材制造技术在滑动轴承领域的应用_陈剑锋.pdf,5658c2e54db0c3a429651303014a43ea,2025-07-26T11:07:08.882015
R_d21011a6,压铸锭制取,切除挤压铸锭浇铸帽口和表皮,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",电弧增材制造技术在滑动轴承领域的应用_陈剑锋.pdf,d21011a689894faa820797fd213be54a,2025-07-26T11:07:08.882015
R_b97f6ba2,压成线坯,拉拔减径。SnSb8Cu4 的Sb，Cu 含量,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",电弧增材制造技术在滑动轴承领域的应用_陈剑锋.pdf,b97f6ba2d3381abc906802a6c1cf8b87,2025-07-26T11:07:08.882015
R_f826e5f0,滑动轴承,表面镀层,零件包含,0.9,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""轴承表面镀层磨损影响使用寿命""}",内燃机滑动轴承磨损机理及失效分析_贾文静.pdf,f826e5f03dd777940c86481fc0a7efe3,2025-07-26T11:10:56.577692
R_8961ad60,磨合,滑动轴承,工序-零件加工,0.85,"{""direction"": ""加工"", ""strength"": ""中"", ""context"": ""磨合阶段对轴承表面进行处理""}",内燃机滑动轴承磨损机理及失效分析_贾文静.pdf,8961ad60d2c4539ea33407ecb9631d90,2025-07-26T11:10:56.577692
R_1f9573ba,润滑油,磨合,工序-材料使用,0.8,"{""direction"": ""使用"", ""strength"": ""中"", ""context"": ""磨合阶段需使用合适润滑油""}",内燃机滑动轴承磨损机理及失效分析_贾文静.pdf,1f9573bae6ffe62075ab5e9dfcdd0de7,2025-07-26T11:10:56.577692
R_bc8d1ba0,划伤,滑动轴承,缺陷-零件位置,0.9,"{""direction"": ""出现在"", ""strength"": ""强"", ""context"": ""轴承表面出现划伤缺陷""}",内燃机滑动轴承磨损机理及失效分析_贾文静.pdf,bc8d1ba09c3cb45b1c85bde6b2fca06c,2025-07-26T11:10:56.577692
R_7b8701a6,光谱分析,划伤,检测-缺陷发现,0.85,"{""direction"": ""发现"", ""strength"": ""中"", ""context"": ""通过光谱分析检测划伤原因""}",内燃机滑动轴承磨损机理及失效分析_贾文静.pdf,7b8701a609028e8920004323557ef908,2025-07-26T11:10:56.577692
R_12aaf913,铜基材料,FeS/Cu－Bi,材料使用关系,1.0,"{""direction"": ""铜基材料使用FeS/Cu－Bi"", ""strength"": ""强"", ""context"": ""铜基滑动轴承材料的组成""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,12aaf9137dcf4c8c7b1cbc06ff510e4d,2025-07-26T11:13:24.969228
R_2283760b,球磨工艺,XQM－2L行星式球磨机,设备使用关系,1.0,"{""direction"": ""球磨工艺使用XQM－2L行星式球磨机"", ""strength"": ""强"", ""context"": ""球磨工艺的设备""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,2283760be873c507097edeba085c275b,2025-07-26T11:13:24.969228
R_ddb49be4,球磨工艺,250 r/min,参数控制关系,1.0,"{""direction"": ""球磨工艺控制转速"", ""strength"": ""强"", ""context"": ""球磨工艺参数""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,ddb49be4ec546c294c2bfe578f05379b,2025-07-26T11:13:24.969228
R_c48a9528,球磨工艺,5 h,参数控制关系,1.0,"{""direction"": ""球磨工艺控制时间"", ""strength"": ""强"", ""context"": ""球磨工艺参数""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,c48a952868b7a98b07fec97ba6dcd395,2025-07-26T11:13:24.969228
R_81773ba6,YH32－315四柱液压机,单向压制,工艺加工关系,1.0,"{""direction"": ""液压机执行压制"", ""strength"": ""强"", ""context"": ""压制工艺""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,81773ba6b6a7732cb14767b077b3632b,2025-07-26T11:13:24.969228
R_2df8ae10,SK－G04143管式电炉,810～870 ℃,参数控制关系,1.0,"{""direction"": ""电炉控制温度"", ""strength"": ""强"", ""context"": ""烧结温度""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,2df8ae104dafc1afedb64a860b5d179f,2025-07-26T11:13:24.969228
R_4d36e18f,SK－G04143管式电炉,30～40 min,参数控制关系,1.0,"{""direction"": ""电炉控制时间"", ""strength"": ""强"", ""context"": ""保温时间""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,4d36e18f95764994f1dd23ef52f1f63c,2025-07-26T11:13:24.969228
R_505d490d,销－盘往复式试验机,磨损量,质量控制关系,1.0,"{""direction"": ""试验机测量磨损量"", ""strength"": ""强"", ""context"": ""耐磨性测试""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,505d490dd3dcb0b1f04f79f4cff3c517,2025-07-26T11:13:24.969228
R_1cfb3b1f,BP神经网络,磨损量,质量控制关系,1.0,"{""direction"": ""神经网络预测磨损量"", ""strength"": ""强"", ""context"": ""磨损量预测模型""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,1cfb3b1f5e471990e45d9a1888e6f461,2025-07-26T11:13:24.969228
R_f2a45a5d,铜基材料,Bi,材料使用关系,1.0,"{""direction"": ""铜基材料添加Bi"", ""strength"": ""强"", ""context"": ""固体润滑剂添加""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,f2a45a5de33ec9084ac03eb6673874a7,2025-07-26T11:13:24.969228
R_99617f23,铜基材料,FeS粉,材料使用关系,1.0,"{""direction"": ""铜基材料添加FeS粉"", ""strength"": ""强"", ""context"": ""固体润滑剂添加""}",基于BP神经网络的粉末冶金铜基滑动轴承材料磨损量预测_董文文.pdf,99617f234c30f883a57d84bd65b12026,2025-07-26T11:13:24.969228
